order_id,customer_key,first_name,last_name,email_address,mobile_number,city,state,order_date,product_category,gross_amount,discount_amount,net_order_value,payment_method,order_state
1672,8229,Kaira,Lalla,charvisunder@kala.net,6316912180,Thane,Gujarat,2025-12-14,Electronics,44565,4456.5,40108.5,COD,Returned
1673,5134,Kiaan,Dey,ojas08@gmail.com,1256773426,Purnia,Punjab,2025-07-02,Electronics,42219,2110.95,40108.05,NetBanking,Delivered
1674,8579,Sara,Goyal,jiyakonda@gmail.com,5957399260,Aizawl,Jharkhand,2025-10-08,Books,145610,29122.0,116488.0,Card,Cancelled
1675,7392,Tejas,Kashyap,uthkarsh66@rau.info,5722134683,Raichur,Madhya Pradesh,2024-05-05,Electronics,96365,19273.0,77092.0,COD,Returned
1676,8346,Kiara,Sant,yakshitbala@sidhu-chacko.com,954254631,Jalna,Himachal Pradesh,2025-02-02,Books,61738,6173.8,55564.2,NetBanking,Returned
1677,6852,Dhruv,Buch,tanejaneysa@hotmail.com,2834159584,Sasaram,Karnataka,2025-06-04,Home,141861,14186.1,127674.9,NetBanking,Returned
1678,5451,Charvi,Thakur,aaravsidhu@kala-thakkar.com,9841535854,Ambala,Telangana,2024-09-30,Beauty,76802,3840.1,72961.9,COD,Delivered
1679,7366,Lakshay,Banerjee,mirayaloke@dhar.info,4720665402,Pallavaram,Bihar,2025-09-20,Electronics,114270,0.0,114270.0,UPI,Cancelled
1680,6832,Jayan,Kumer,elakshichaudhry@yahoo.com,2766493396,Hajipur,Assam,2025-03-03,Books,33744,3374.4,30369.6,NetBanking,Delivered
1681,6774,Farhan,Grover,baijuramaswamy@malhotra.biz,6025364325,Shimla,Assam,2024-12-06,Home,200660,20066.0,180594.0,COD,Returned
1682,6064,Lavanya,Gola,hayrekiara@gmail.com,2486801855,Ambala,Odisha,2024-12-27,Fashion,43820,0.0,43820.0,Card,Delivered
1683,7226,Vidur,Sanghvi,veerwalia@kala.com,2004493608,Udupi,Bihar,2024-02-23,Electronics,65421,9813.15,55607.85,UPI,Delivered
1684,5885,Ishaan,Dugar,faiyazshenoy@yahoo.com,9201266063,Guna,Rajasthan,2026-01-05,Books,9710,1456.5,8253.5,COD,Delivered
1685,5365,Biju,Korpal,vedika06@yahoo.com,6828331163,Aizawl,Mizoram,2024-12-20,Beauty,3834,191.7,3642.3,COD,Delivered
1686,6427,Divit,Raja,charvimagar@goyal.com,5475777398,Jamnagar,Chhattisgarh,2024-11-28,Fashion,186320,27948.0,158372.0,Card,Cancelled
1687,5466,Alisha,Banerjee,navya70@gmail.com,2359221042,Alwar,Jharkhand,2025-02-28,Fashion,183905,27585.75,156319.25,UPI,Returned
1688,8000,Aarna,Kade,xbarad@thaman.com,6014343469,Sultan Pur Majra,Telangana,2025-04-17,Books,122120,12212.0,109908.0,COD,Returned
1689,5504,Aayush,Dutta,sachdevzain@mann-badami.com,6291656863,Gaya,Goa,2026-01-20,Beauty,5688,1137.6,4550.4,NetBanking,Cancelled
1690,5193,Arnav,Sachdev,ishaan91@hotmail.com,1008685188,Mumbai,West Bengal,2025-05-08,Electronics,16884,1688.4,15195.6,COD,Cancelled
1691,8505,Nitya,Andra,lsami@tailor.org,5675944895,Ramgarh,Meghalaya,2025-11-19,Books,44374,8874.8,35499.2,Card,Delivered
1692,8369,Pari,Ahluwalia,ayesha56@hari-dyal.net,3873545635,Noida,Bihar,2025-05-26,Beauty,93918,0.0,93918.0,NetBanking,Delivered
1693,5164,Ishita,Suresh,gbhavsar@yahoo.com,5975270481,Ranchi,Himachal Pradesh,2025-10-23,Beauty,61209,6120.9,55088.1,NetBanking,Delivered
1694,8667,Rania,Sengupta,jhanvibuch@hotmail.com,6780496512,Anantapur,Arunachal Pradesh,2024-04-06,Electronics,45344,9068.8,36275.2,NetBanking,Cancelled
1695,7289,Siya,Cheema,ehsaan38@gmail.com,6769740073,Bidar,Maharashtra,2024-03-23,Fashion,24081,1204.05,22876.95,Card,Returned
1696,6690,Ritvik,Anand,ishaanahuja@srivastava-kale.com,6308579664,Medininagar,Manipur,2025-06-25,Fashion,109767,10976.7,98790.3,NetBanking,Returned
1697,5399,Hiran,Wali,babuelakshi@sur-khosla.com,2226676583,Korba,Rajasthan,2025-10-11,Fashion,3777,188.85,3588.15,NetBanking,Cancelled
1698,5746,Farhan,Mahal,yasmin21@gmail.com,6340655300,Pune,Goa,2024-09-10,Home,69282,3464.1,65817.9,Card,Returned
1699,8577,Zeeshan,Seth,myramammen@hotmail.com,8583059787,Bilaspur,Jharkhand,2024-06-18,Beauty,16555,1655.5,14899.5,Card,Returned
1700,5742,Shalv,Srinivasan,utaneja@rege.com,4184761386,Raurkela Industrial Township,West Bengal,2024-08-25,Books,46772,2338.6,44433.4,UPI,Delivered
1701,6096,Reyansh,Tella,qiyengar@dey.com,7142525217,Bhilai,Uttarakhand,2024-04-06,Beauty,249615,12480.75,237134.25,UPI,Returned
1702,8719,Azad,Dugar,kmanda@gola.com,1692034454,Madanapalle,Nagaland,2025-04-29,Books,13310,0.0,13310.0,UPI,Cancelled
1703,7520,Nitara,Chowdhury,pchaudhry@yahoo.com,4236615121,Sangli-Miraj & Kupwad,Jharkhand,2024-08-15,Electronics,145455,0.0,145455.0,NetBanking,Cancelled
1704,5834,Shamik,Dash,divit00@yahoo.com,8836746901,Durgapur,Sikkim,2025-07-22,Beauty,101148,15172.2,85975.8,UPI,Delivered
1705,8326,Jayan,Dara,kiaan99@yahoo.com,457711492,Maheshtala,Madhya Pradesh,2025-07-15,Fashion,187476,37495.2,149980.8,Card,Returned
1706,7531,Faiyaz,Ahluwalia,vohrainaaya@hotmail.com,305980984,Bhopal,Karnataka,2025-02-26,Beauty,20948,1047.4,19900.6,Card,Delivered
1707,8626,Jiya,Kala,ladaniruddh@dhaliwal.com,7909967091,Rajpur Sonarpur,Himachal Pradesh,2025-09-09,Electronics,49467,7420.05,42046.95,NetBanking,Cancelled
1708,6181,Zoya,Khatri,ramakrishnanmehul@yahoo.com,4650561628,Panvel,Odisha,2026-01-27,Fashion,20998,3149.7,17848.3,COD,Delivered
1709,8926,Anvi,Venkatesh,deepprisha@yahoo.com,9344380142,Guntakal,Andhra Pradesh,2025-06-10,Electronics,87605,8760.5,78844.5,UPI,Cancelled
1710,7169,Armaan,Rana,sairatak@yahoo.com,3966384683,Bally,Kerala,2025-06-24,Electronics,95550,0.0,95550.0,Card,Cancelled
1711,6556,Devansh,Hans,anvilala@khalsa-tiwari.com,9365376167,Firozabad,Telangana,2024-10-17,Books,47115,2355.75,44759.25,Card,Delivered
1712,8063,Hunar,Kadakia,xchana@dayal-jha.com,6708299247,Saharanpur,Jharkhand,2025-10-03,Beauty,73640,0.0,73640.0,NetBanking,Delivered
1713,6062,Mohanlal,Raju,pkaran@hotmail.com,9097108531,Jodhpur,Kerala,2025-10-11,Electronics,48168,9633.6,38534.4,UPI,Returned
1714,8727,Zoya,Upadhyay,seher28@iyengar-keer.org,83474531,Rampur,Karnataka,2025-04-30,Books,169040,16904.0,152136.0,COD,Delivered
1715,5756,Zoya,Chaudhuri,cheemapranay@thaker.biz,6764844974,Thanjavur,Manipur,2025-04-14,Books,19626,2943.9,16682.1,Card,Delivered
1716,7775,Lavanya,Swamy,aainakhalsa@hotmail.com,5507735482,Amritsar,Madhya Pradesh,2025-09-02,Fashion,19320,0.0,19320.0,Card,Returned
1717,7689,Divit,Tak,echokshi@kumer.net,8834290207,Ramagundam,Meghalaya,2024-04-16,Beauty,168525,16852.5,151672.5,Card,Cancelled
1718,5954,Piya,Chaudhary,mammendhanush@yahoo.com,8579048220,Kota,Tamil Nadu,2026-01-24,Beauty,26109,5221.8,20887.2,COD,Delivered
1719,5227,Vardaniya,Dada,fratta@yahoo.com,7707917640,Hosur,Manipur,2025-01-12,Home,78992,15798.4,63193.6,Card,Returned
1720,7860,Nayantara,Khare,damini91@gmail.com,1598884545,Sambhal,Madhya Pradesh,2024-07-14,Beauty,200940,30141.0,170799.0,COD,Cancelled
1721,6921,Emir,Bhattacharyya,ravalparinaaz@butala.com,332082430,Dewas,Jharkhand,2025-01-17,Books,122800,6140.0,116660.0,NetBanking,Delivered
1722,5269,Tushar,Sha,agateanay@viswanathan.com,2435885058,Bareilly,Telangana,2025-12-09,Fashion,8802,0.0,8802.0,COD,Cancelled
1723,8674,Azad,Chaudhari,suhanachokshi@gmail.com,2513885378,Howrah,Haryana,2025-09-07,Books,1832,274.8,1557.2,NetBanking,Delivered
1724,5266,Rasha,Vora,vidur77@luthra.com,5060879680,Pallavaram,Punjab,2024-11-05,Books,7293,1093.95,6199.05,Card,Cancelled
1725,6345,Sahil,Maharaj,diya23@divan.info,3927508583,Morena,Arunachal Pradesh,2024-05-10,Beauty,137696,27539.2,110156.8,Card,Delivered
1726,7717,Mannat,Buch,zainsuri@din.com,6351852963,Loni,Uttarakhand,2025-06-28,Books,13090,654.5,12435.5,NetBanking,Returned
1727,6611,Ehsaan,Rajagopal,samarthshan@joshi-badami.com,1368357409,Hubli–Dharwad,Uttarakhand,2025-04-27,Electronics,13402,2680.4,10721.6,UPI,Returned
1728,5730,Divyansh,Devi,blad@yahoo.com,9427085656,Bidar,Madhya Pradesh,2024-09-23,Beauty,32802,4920.3,27881.7,NetBanking,Delivered
1729,8702,Nishith,Andra,ayesha62@krish-chokshi.com,4307595953,Pudukkottai,Meghalaya,2026-01-08,Books,30372,0.0,30372.0,COD,Returned
1730,7227,Dhruv,Sundaram,vidur56@ramachandran-batta.com,3112646632,Faridabad,Chhattisgarh,2024-02-18,Home,101460,5073.0,96387.0,COD,Delivered
1731,7509,Tejas,Sahni,qbali@hotmail.com,7782749598,Akola,Odisha,2026-02-06,Electronics,45906,6885.9,39020.1,Card,Delivered
1732,7094,Madhav,Kapoor,yohannantanya@bhalla.net,4677594904,Tirunelveli,Goa,2024-03-22,Books,192285,9614.25,182670.75,UPI,Returned
1733,5212,Sumer,Varty,mehul64@hotmail.com,1628072909,Amaravati,Gujarat,2025-04-15,Home,70390,7039.0,63351.0,Card,Cancelled
1734,5490,Manjari,Dixit,okoshy@vora-sami.net,8257084395,Dehradun,Kerala,2024-12-01,Books,47205,7080.75,40124.25,UPI,Cancelled
1735,5137,Anay,Kalla,purab75@kara.info,3656233123,Aurangabad,Punjab,2025-08-22,Electronics,117732,5886.6,111845.4,UPI,Delivered
1736,7819,Ojas,Dada,miraanbakshi@walia-char.net,3152415683,Vasai-Virar,Telangana,2025-02-07,Electronics,81908,0.0,81908.0,Card,Returned
1737,6816,Hunar,Wali,sdate@gmail.com,7926133825,Madurai,Uttarakhand,2025-02-06,Home,15810,2371.5,13438.5,NetBanking,Returned
1738,8607,Rania,Virk,wshroff@hotmail.com,1704916649,Bathinda,Nagaland,2024-08-15,Home,29876,5975.2,23900.8,COD,Returned
1739,7249,Mehul,Bora,charvibatra@dada-garde.com,1021674219,Raipur,Manipur,2025-09-18,Beauty,111480,5574.0,105906.0,COD,Cancelled
1740,6449,Lakshay,Bajaj,ahana-sagar@raj.com,7316319629,Raipur,Andhra Pradesh,2025-08-29,Beauty,51998,2599.9,49398.1,UPI,Delivered
1741,8855,Rania,Batta,yashvi87@yahoo.com,2632715457,Hazaribagh,Mizoram,2025-08-26,Home,94490,9449.0,85041.0,NetBanking,Delivered
1742,6655,Indranil,Kala,mehul70@sodhi.net,9992011846,Dehradun,Rajasthan,2025-11-07,Beauty,51060,7659.0,43401.0,NetBanking,Cancelled
1743,8839,Sumer,Gala,atwaldivij@yahoo.com,4831500163,Giridih,Telangana,2025-08-12,Books,194700,19470.0,175230.0,UPI,Cancelled
1744,6358,Advika,Mand,kiaravyas@gmail.com,9107577700,Burhanpur,Odisha,2025-03-05,Electronics,117171,17575.65,99595.35,UPI,Returned
1745,6375,Samiha,Dhar,piyadoctor@yahoo.com,662216023,Uluberia,Karnataka,2025-08-05,Home,10878,543.9,10334.1,UPI,Cancelled
1746,6016,Rati,Dass,armaanagrawal@issac.com,1076731251,Parbhani,Karnataka,2026-01-04,Beauty,21015,3152.25,17862.75,Card,Returned
1747,5350,Hunar,Vaidya,yjha@lal.com,5085554346,Thane,Tamil Nadu,2024-12-15,Electronics,150220,7511.0,142709.0,UPI,Delivered
1748,6970,Eva,Yohannan,rohansetty@chawla.com,2121214562,Akola,Maharashtra,2025-10-24,Electronics,168460,0.0,168460.0,COD,Returned
1749,8446,Bhavin,Gupta,alia52@gmail.com,3352897664,Tenali,Madhya Pradesh,2025-08-01,Electronics,94850,4742.5,90107.5,Card,Returned
1750,5762,Anika,Sura,vkothari@vasa.biz,135260512,Gurgaon,Punjab,2024-09-07,Books,51504,7725.6,43778.4,NetBanking,Delivered
1751,8538,Yuvaan,Divan,vchaudhari@keer.com,5830090376,Anantapuram,Bihar,2025-09-08,Electronics,53178,10635.6,42542.4,UPI,Delivered
1752,8199,Misha,Chowdhury,umane@lata-sarin.com,1943739341,Baranagar,Goa,2025-11-02,Beauty,41884,4188.4,37695.6,Card,Returned
1753,8709,Saira,Sangha,wjayaraman@hotmail.com,5910607795,Hospet,Punjab,2024-02-19,Beauty,95481,0.0,95481.0,UPI,Cancelled
1754,8756,Prerak,Sarkar,zbhatia@dhar.com,8740621217,Ballia,Nagaland,2025-07-23,Books,101400,15210.0,86190.0,UPI,Cancelled
1755,6475,Kiara,Tella,prerak42@seshadri.net,908499052,Nizamabad,Assam,2024-03-29,Electronics,4162,416.2,3745.8,NetBanking,Returned
1756,8681,Advika,Deo,abatra@swamy.com,6996927509,Tiruchirappalli,Uttar Pradesh,2025-09-25,Electronics,107406,21481.2,85924.8,NetBanking,Returned
1757,6979,Seher,Bora,dviswanathan@hotmail.com,6728463399,Mumbai,Arunachal Pradesh,2024-02-16,Fashion,113766,17064.9,96701.1,Card,Delivered
1758,7140,Ira,Jhaveri,uthkarshvyas@kohli.com,2673069393,Purnia,Bihar,2024-06-07,Home,60044,12008.8,48035.2,Card,Returned
1759,5446,Pihu,Kibe,kothariindranil@khurana-jaggi.info,2379367319,Munger,Goa,2024-06-15,Beauty,4440,888.0,3552.0,UPI,Cancelled
1760,8973,Diya,Randhawa,qkrishnan@gmail.com,2798704923,Berhampore,Odisha,2024-05-18,Home,94508,9450.8,85057.2,NetBanking,Delivered
1761,8350,Devansh,Roy,chandrarhea@luthra-ganesan.com,217982785,Vijayanagaram,West Bengal,2025-05-21,Books,23223,2322.3,20900.7,NetBanking,Cancelled
1762,7170,Zoya,Dewan,ramachandranyasmin@choudhury-bora.biz,5156685444,Siwan,Chhattisgarh,2025-02-10,Beauty,222310,33346.5,188963.5,COD,Delivered
1763,5976,Eshani,Gaba,aradhya46@bala-chawla.com,3688668683,Dharmavaram,Sikkim,2024-09-07,Fashion,148720,7436.0,141284.0,NetBanking,Cancelled
1764,6507,Rasha,Vohra,agrewal@saxena.net,1135597533,Pali,Punjab,2024-07-06,Electronics,19105,0.0,19105.0,NetBanking,Returned
1765,8917,Samiha,Sastry,raghav52@yahoo.com,2704848621,Ghaziabad,Manipur,2024-05-26,Books,81764,16352.8,65411.2,NetBanking,Returned
1766,7101,Jayant,Choudhury,chaudhryzaina@gmail.com,9090696236,Haldia,Jharkhand,2025-10-09,Electronics,94932,4746.6,90185.4,COD,Cancelled
1767,5031,Nishith,Bahl,fkhanna@bava-bedi.biz,8384548771,Ballia,Arunachal Pradesh,2025-07-06,Electronics,27335,5467.0,21868.0,COD,Returned
1768,8224,Jayant,Sane,rastogikanav@yahoo.com,2336702423,Anantapuram,Meghalaya,2026-01-11,Beauty,12538,1880.7,10657.3,Card,Delivered
1769,7543,Siya,Gade,sararandhawa@vyas.com,8120865723,Arrah,Himachal Pradesh,2026-01-03,Electronics,147000,22050.0,124950.0,Card,Delivered
1770,9000,Seher,Dugal,shamiktata@bhakta-jaggi.biz,4767752187,Jamshedpur,Uttar Pradesh,2024-08-23,Home,60714,3035.7,57678.3,Card,Cancelled
1771,5045,Rhea,Raju,kadeadvik@yahoo.com,7067803613,Bidhannagar,Gujarat,2025-09-04,Fashion,89965,4498.25,85466.75,Card,Delivered
1772,8313,Seher,Gandhi,siyagala@yahoo.com,57274884,Lucknow,Gujarat,2024-07-30,Electronics,13104,2620.8,10483.2,COD,Delivered
1773,6789,Misha,Raj,thakervritika@venkatesh.com,1973783311,Pune,Bihar,2025-09-26,Beauty,13584,2716.8,10867.2,Card,Delivered
1774,8170,Anvi,Mahal,sethshlok@gmail.com,7126576665,Bhimavaram,Karnataka,2024-06-12,Beauty,44285,6642.75,37642.25,NetBanking,Cancelled
1775,6805,Nayantara,Madan,advikray@seshadri.com,365759107,Karnal,Andhra Pradesh,2024-06-20,Fashion,27900,4185.0,23715.0,UPI,Cancelled
1776,7081,Kiara,Varty,udayal@yahoo.com,8769556895,Munger,Goa,2024-04-21,Electronics,89466,4473.3,84992.7,COD,Returned
1777,8509,Nakul,Krish,sethvaibhav@bhardwaj.org,2415178418,Vellore,Gujarat,2024-03-07,Home,1981,0.0,1981.0,COD,Cancelled
1778,7026,Rohan,Sunder,beramyra@gokhale.com,5903813116,Salem,Bihar,2024-11-21,Books,57614,0.0,57614.0,COD,Delivered
1779,6113,Indrans,Sodhi,sarrafhridaan@yahoo.com,6850793744,Faridabad,Tamil Nadu,2024-09-19,Books,35353,1767.65,33585.35,UPI,Delivered
1780,8971,Yuvaan,Saran,indranilvirk@mammen-dalal.com,3725446956,Buxar,Telangana,2025-02-15,Fashion,74220,14844.0,59376.0,UPI,Cancelled
1781,5767,Riaan,Sachdeva,alisha57@mangal-chauhan.info,2127906079,Rewa,Goa,2025-01-02,Fashion,41204,2060.2,39143.8,Card,Returned
1782,7877,Zoya,Jhaveri,mahika00@rattan.com,5917432579,Dhule,Meghalaya,2024-09-15,Home,106803,10680.3,96122.7,UPI,Delivered
1783,6088,Saksham,Das,ysundaram@dalia-sundaram.com,8006730831,Ahmedabad,Meghalaya,2025-03-21,Books,109875,16481.25,93393.75,NetBanking,Returned
1784,7992,Adira,Sant,nishith33@hotmail.com,3292111385,Tiruppur,Tamil Nadu,2024-09-22,Beauty,12618,630.9,11987.1,UPI,Returned
1785,6052,Taimur,Saini,kthaman@hotmail.com,867358675,Baranagar,Arunachal Pradesh,2025-10-29,Home,69018,0.0,69018.0,COD,Cancelled
1786,7343,Nehmat,Keer,sureshsamaira@yahoo.com,3026400714,Moradabad,Rajasthan,2025-02-16,Beauty,20430,4086.0,16344.0,Card,Cancelled
1787,5921,Kashvi,Raj,smahajan@dyal-ganguly.com,2321784397,Giridih,Gujarat,2025-03-23,Electronics,59577,2978.85,56598.15,UPI,Returned
1788,7140,Anay,Mann,toormyra@hora-hora.com,1464835261,Panvel,Maharashtra,2024-09-26,Books,75741,11361.15,64379.85,COD,Cancelled
1789,7864,Shayak,Sandal,ssabharwal@yahoo.com,4283506270,Parbhani,Bihar,2024-07-07,Electronics,67556,10133.4,57422.6,NetBanking,Returned
1790,6903,Suhana,Sha,bhallasamar@gmail.com,4837929662,Dehradun,Chhattisgarh,2025-09-09,Home,66618,13323.6,53294.4,Card,Delivered
1791,5593,Anay,Thakkar,ggaba@gulati.biz,7888858741,Khora,West Bengal,2025-11-27,Books,22119,3317.85,18801.15,NetBanking,Cancelled
1792,5330,Samaira,Chandra,dharmajan30@yahoo.com,6929974666,Raipur,Tamil Nadu,2025-09-18,Home,143600,28720.0,114880.0,COD,Returned
1793,8202,Yakshit,Srivastava,eshaniwali@bhalla.com,4012754539,Kulti,Arunachal Pradesh,2024-12-10,Electronics,90172,0.0,90172.0,Card,Delivered
1794,7990,Priyansh,Dua,sanghaprerak@hotmail.com,5047040948,Nellore,Chhattisgarh,2025-08-04,Home,126675,12667.5,114007.5,UPI,Returned
1795,5698,Raunak,Char,badal78@sachdev.com,1630215065,Bhavnagar,Uttarakhand,2024-11-23,Electronics,14492,2173.8,12318.2,NetBanking,Cancelled
1796,5339,Zeeshan,Apte,amanidube@gmail.com,1521506285,Ichalkaranji,Jharkhand,2024-08-23,Books,74694,3734.7,70959.3,COD,Cancelled
1797,7116,Divit,Sharma,gsem@khosla.com,1546875635,Bellary,Sikkim,2024-07-28,Beauty,16474,2471.1,14002.9,UPI,Cancelled
1798,5331,Ritvik,Sunder,yuvaan25@hotmail.com,8779279993,Silchar,Arunachal Pradesh,2024-11-11,Fashion,149781,14978.1,134802.9,UPI,Cancelled
1799,8278,Aradhya,Saha,pari38@hotmail.com,2220142132,Gandhinagar,Rajasthan,2025-05-05,Beauty,994,0.0,994.0,Card,Delivered
1800,7626,Jhanvi,Buch,rayaaina@lad.com,3816413815,Kochi,Uttar Pradesh,2025-08-04,Home,73060,14612.0,58448.0,NetBanking,Cancelled
1801,5787,Saira,Hegde,vardaniya57@gmail.com,1629945235,Bhubaneswar,Haryana,2025-11-13,Home,228280,45656.0,182624.0,NetBanking,Returned
1802,5057,Sara,Divan,vbhagat@grewal-kuruvilla.net,149534079,Thiruvananthapuram,Arunachal Pradesh,2024-11-10,Home,890,44.5,845.5,Card,Cancelled
1803,6086,Uthkarsh,Mander,prishasekhon@karnik.com,9850122528,Vijayawada,Uttarakhand,2025-03-21,Beauty,52658,2632.9,50025.1,NetBanking,Delivered
1804,5688,Seher,Taneja,zjani@yahoo.com,8496008279,Pudukkottai,Nagaland,2025-02-07,Books,31248,1562.4,29685.6,Card,Delivered
1805,5143,Azad,Desai,madhav90@chokshi-mani.com,3458967124,Lucknow,Arunachal Pradesh,2024-10-01,Electronics,97016,14552.4,82463.6,UPI,Cancelled
1806,8574,Seher,Choudhury,pgill@som.biz,1361971180,Karnal,Himachal Pradesh,2025-08-27,Fashion,1467,73.35,1393.65,UPI,Cancelled
1807,5300,Anahita,Uppal,osandhu@yahoo.com,2988992052,Kirari Suleman Nagar,Himachal Pradesh,2024-11-04,Beauty,42563,2128.15,40434.85,COD,Cancelled
1808,5420,Drishya,Saran,manetiya@hotmail.com,8409892789,Mira-Bhayandar,Nagaland,2025-07-10,Home,66288,0.0,66288.0,COD,Returned
1809,6301,Kimaya,Vora,tarini32@hotmail.com,8656665742,Malda,Tripura,2024-10-22,Home,245160,36774.0,208386.0,NetBanking,Returned
1810,5377,Ojas,Bali,wasonyuvaan@hari-devi.net,3065798848,Panchkula,Uttarakhand,2025-05-11,Beauty,132996,6649.8,126346.2,Card,Returned
1811,6914,Samarth,Dara,shanshalv@yahoo.com,1536499133,Buxar,Uttar Pradesh,2025-10-18,Beauty,222275,0.0,222275.0,NetBanking,Cancelled
1812,7354,Rohan,Gola,achaudhari@gmail.com,3732999748,New Delhi,Uttar Pradesh,2025-05-10,Home,61869,3093.45,58775.55,NetBanking,Delivered
1813,8597,Nirvaan,Goel,mkumer@hotmail.com,7669374170,Farrukhabad,West Bengal,2024-12-03,Home,10756,1075.6,9680.4,UPI,Returned
1814,6871,Sana,Korpal,dishani00@gmail.com,7828677189,Jodhpur,West Bengal,2025-05-09,Fashion,18024,0.0,18024.0,NetBanking,Cancelled
1815,6730,Ivana,Bhatia,shaangoyal@hayre.com,4920633003,Tiruchirappalli,Gujarat,2025-10-25,Fashion,42204,4220.4,37983.6,COD,Delivered
1816,7196,Krish,Bumb,kartik50@yahoo.com,6815827095,Latur,Andhra Pradesh,2025-08-24,Books,56340,2817.0,53523.0,Card,Cancelled
1817,5894,Damini,Ramachandran,ahana-02@gade.biz,4012688077,Dehradun,Goa,2024-11-22,Beauty,7788,1557.6,6230.4,COD,Delivered
1818,7903,Vritika,Mane,dattaarhaan@yahoo.com,1720301519,Jaunpur,Jharkhand,2025-04-17,Electronics,56614,8492.1,48121.9,NetBanking,Delivered
1819,7873,Faiyaz,Sankar,umangsawhney@gmail.com,8470438077,Bhalswa Jahangir Pur,Uttar Pradesh,2025-09-25,Home,37804,5670.6,32133.4,UPI,Returned
1820,5607,Emir,Warrior,ojasbalay@sabharwal.com,5132922774,Madhyamgram,Manipur,2025-09-08,Electronics,9868,1480.2,8387.8,NetBanking,Returned
1821,7774,Fateh,Dara,tarini97@hotmail.com,8898113294,Alwar,Uttarakhand,2024-05-31,Books,130784,26156.8,104627.2,Card,Returned
1822,5572,Samar,Choudhry,aiyer@ramaswamy.biz,4089397222,Chinsurah,Uttarakhand,2025-05-28,Electronics,142602,0.0,142602.0,COD,Returned
1823,8777,Rasha,Ratti,shayak25@mani.com,2738631550,Faridabad,Assam,2026-02-04,Fashion,41274,8254.8,33019.2,COD,Cancelled
1824,7638,Hazel,Kurian,lakshitagrawal@hotmail.com,3335894302,Purnia,Madhya Pradesh,2024-04-01,Beauty,194780,0.0,194780.0,UPI,Delivered
1825,5649,Farhan,Chaudhary,sandalrania@choudhry.com,6402893038,Aurangabad,Bihar,2025-08-16,Electronics,134529,20179.35,114349.65,UPI,Returned
1826,7818,Anay,Devan,diya59@grover.net,7257161908,Ambala,Tripura,2024-04-06,Books,125515,18827.25,106687.75,Card,Returned
1827,6281,Arnav,Venkatesh,himmatsehgal@hotmail.com,8621025349,Bhusawal,Goa,2024-07-03,Electronics,49901,0.0,49901.0,NetBanking,Cancelled
1828,8840,Tushar,Bera,saanvi65@sehgal-tripathi.com,2281096933,Bilaspur,Odisha,2025-02-20,Beauty,17597,1759.7,15837.3,COD,Returned
1829,6855,Ahana,Joshi,kjaggi@gmail.com,3610902842,Pimpri-Chinchwad,Manipur,2024-07-12,Fashion,45132,9026.4,36105.6,COD,Delivered
1830,8864,Uthkarsh,Behl,manikyadara@gmail.com,7727398339,Bongaigaon,Manipur,2025-09-12,Books,18647,1864.7,16782.3,Card,Cancelled
1831,5423,Adah,Loke,tara67@khatri.com,2364642374,Ambarnath,Uttar Pradesh,2025-09-28,Fashion,44152,8830.4,35321.6,NetBanking,Cancelled
1832,5412,Farhan,Chahal,deepsuhana@doctor.net,2646364738,Rajahmundry,Gujarat,2026-01-01,Home,69186,0.0,69186.0,NetBanking,Returned
1833,5547,Sumer,Date,amiradoctor@hotmail.com,6482226956,Haldia,Maharashtra,2024-07-11,Home,114685,11468.5,103216.5,COD,Returned
1834,7392,Rhea,Subramanian,vritikasengupta@hotmail.com,5875491673,Kolkata,Meghalaya,2025-11-05,Home,43632,2181.6,41450.4,UPI,Cancelled
1835,5307,Parinaaz,Kari,psangha@roy.com,1366813241,Ranchi,Sikkim,2024-02-07,Books,128536,0.0,128536.0,COD,Cancelled
1836,8741,Amira,Setty,dhanuk38@ravi.info,443867171,Kolkata,Uttar Pradesh,2024-12-21,Electronics,187396,0.0,187396.0,Card,Cancelled
1837,6349,Misha,Garg,rajagopalsara@jani.com,1774643473,Gangtok,Gujarat,2025-12-08,Books,75822,15164.4,60657.6,UPI,Returned
1838,7977,Gatik,Hayre,anikashanker@gmail.com,6112475166,Jorhat,Uttar Pradesh,2025-03-28,Home,64064,3203.2,60860.8,COD,Delivered
1839,6963,Badal,Chaudhary,manikyasubramanian@mall.info,3518149927,Ulhasnagar,Haryana,2025-06-18,Beauty,161940,0.0,161940.0,UPI,Delivered
1840,5099,Zara,Tata,badaldivit@hotmail.com,9511575383,Tirunelveli,Madhya Pradesh,2024-03-06,Books,58971,2948.55,56022.45,COD,Cancelled
1841,8430,Aarush,Goel,venkataramanaaryahi@subramaniam-gola.org,4631623203,Madhyamgram,Kerala,2024-02-17,Fashion,95850,14377.5,81472.5,Card,Cancelled
1842,5620,Navya,Thakkar,pgoyal@rajan.biz,7619694141,Guwahati,Kerala,2024-08-05,Books,128430,12843.0,115587.0,Card,Returned
1843,6708,Kaira,Krish,tiyachowdhury@yahoo.com,4094657066,Nagercoil,Mizoram,2024-03-12,Home,92340,9234.0,83106.0,UPI,Returned
1844,5626,Pihu,Konda,shayaksankaran@baral.com,4066117003,Rohtak,Arunachal Pradesh,2024-10-19,Beauty,47342,7101.3,40240.7,Card,Returned
